CardNum,CardName,チェック済み
WX09-028,コードアート　Ｃ・Ｌ,
WX09-029,コードアート　Ｓ・Ｍ・Ｓ,
WX09-030,幻水　リセボン,
WX09-031,羅植　キク,
WX09-032,幻獣　コサキ,
WX09-033,羅植　アサガオ,
WX09-034,コードアンチ　ロポリス,
WX09-035,ドライ＝ソマナ,
WX09-036,コードアンチ　ニャルラト,
WX09-037,ウトゥルス・ゲート,
WX09-038,中剣　ライキリ,
WX09-039,小剣　コテツ,
WX09-040,天右の書記　サンダルフォン,
WX09-041,ゲット・ブリリアント,
WX09-042,羅石　ボーナイ,
WX09-043,幻竜　パキケロ,
WX09-044,羅石　キャルコ,
WX09-045,三炎の宝石,
WX09-046,コードアート　Ｈ・Ｍ・Ｓ,
WX09-047,幻水　ウニ,
WX09-048,コードアート　Ｆ・Ｍ・Ｓ,
WX09-049,ＴＨＲＥＥ　ＳＷＩＴＣＨ,
WX09-050,羅植　コスモス,
WX09-051,羅植　ヒガンバナ,
WX09-052,羅植　ユウガオ,
WX09-053,多幸,
WX09-054,ツヴァイ＝タブネ,
WX09-055,アイン＝ホスグ,
WX09-056,コードアンチ　クトガ,
WX09-057,バッド・メディスン,
WX09-CB01,コードアート　Ｈ・Ｔ・Ｒ,
WX09-CB02,終末の回旋　チェロン,
WX09-Re01,星占の巫女　リメンバ・デッドナイト,
WX09-Re02,アイドル・ディフェンス,
WX09-Re03,ゼノ・マルチプル,
WX09-Re04,アイギス・シールド,
WX09-Re05,ロック・ユー,
WX09-Re06,デス・ブーケトス,
WX09-Re07,巨弓　ヤエキリ,
WX09-Re08,中槍　ハスタル,
WX09-Re09,ゲット・インデックス,
WX09-Re10,羅石　ミスリル,
WX09-Re11,羅石　アンモライト,
WX09-Re12,烈情の割裂,
WX09-Re13,硝煙の気焔,
WX09-Re14,コードアート　Ｍ・Ｇ・Ｔ,
WX09-Re15,ＴＲＥＡＳＵＲＥ,
WX09-Re16,幻獣　ミャオ,
WX09-Re17,羅植　ローザリ,
WX09-Re18,増援,
WX09-Re19,紅蓮の使者　ミリア,
WX09-Re20,墓守の小悪　アルマ,
WX09-Re21,デス・バイ・デス,
WX10-001,炎・タマヨリヒメ・伍,
WX10-002,エルドラ×マークＩＶＳＵＰＥＲ,
WX10-003,アイヤイ★ＪＯＫＥＲ,
WX10-004,チェイン・Ｗキャノン,
WX10-005,龍滅連鎖,
WX10-006,緑肆ノ遊　メリゴラン,
WX10-007,祈願の使者　サシェ・モティエ,
WX10-008,白羅星　プルート,
WX10-009,縛魔炎　花代・参,
WX10-010,火銃舞　タマヨリヒメ之参,
WX10-011,駆馬炎鞭,
WX10-012,ミルルン・ミリ,
WX10-013,エルドラ×マークIII＋,
WX10-014,ワースト・コンディション,
WX10-015,フラッシュ・バック,
WX10-016,早期な爽気　アン＝フォース,
WX10-017,アイヤイ★レイズ,
WX10-018,暴風警報,
WX10-019,緑参ノ遊　カップ,
WX10-020,緑参ノ遊　スプライド,
WX10-021,ミュウ＝イクロ,
WX10-022,ウトゥルス・チェイン,
WX10-023,ブラック・コフィン,
WX10-024,黒幻蟲　クマムス,
WX10-025,ファイブ・レインボー,
WX10-026,ペナルティ・チャンス,
WX10-027,リング・ドロー,
WX10-028,羅星姫　タンサーフォー,
WX10-029,極剣　ロクケイ,
WX10-030,羅石　イリスアゲート,
WX10-031,炎斬の巨刀,
WX10-032,幻水姫　アロワナ,
WX10-033,コードハート　Ｓ・Ｗ・Ｔ,
WX10-034,肆ノ遊姫　ベイゴマ,
WX10-035,光輝,
WX10-036,大幻蟲　ヴェスパ,
WX10-037,破戒の轟牙　シヴァ,
WX10-038,極剣　クララス,
WX10-039,大剣　ハチキュー,
WX10-040,レゾナンス,
WX10-041,弩砲　ホイワス,
WX10-042,幻竜　グリアナ,
WX10-043,幻水　シャチ,
WX10-044,幻水　ピラルク,
WX10-045,ＣＯＯＬＩＮＧ　ＯＦＦ,
WX10-046,肆ノ遊　ヨーヨー,
WX10-047,幻獣　フラミー,
WX10-048,参ノ遊　キセカエ,
WX10-049,幻蟲　オオマキリ,
WX10-050,コードアンチ　エレチェア,
WX10-051,クローズ・ゾーン,
WX10-052,サーバント　Ｙ,
WX10-053,集結する守護,
WX10-054,大剣　ヌアードゥ,
WX10-055,羅星　タンサースリー,
WX10-056,羅星　タンサーツー,
WX10-057,中剣　サンジュー,
WX10-058,羅星　タンサーワン,
WX10-059,小剣　エムファイブ,
WX10-060,クロス・バウンス,
WX10-061,羅石　ファイゲート,
WX10-062,轟砲　アムスト,
WX10-063,爆砲　ナポレホウ,
WX10-064,幻竜　サバアナ,
WX10-065,小砲　ブドー,
WX10-066,降星の炎岩,
WX10-067,コードアート　Ｗ・Ｇ・Ｍ,
WX10-068,幻水　ジュゴン,
WX10-069,幻水　エレノズ,
WX10-070,幻水　ベルーガ,
WX10-071,幻水　イルカ,
WX10-072,幻水　ナフシュ,
WX10-073,ＥＡＴ　ＳＴＡＲ,
WX10-074,肆ノ遊　ツナヒキ,
WX10-075,参ノ遊　サラマワ,
WX10-076,参ノ遊　オハジキ,
WX10-077,幻獣　ハシビロ,
WX10-078,参ノ遊　ナワトビ,
WX10-079,弐ノ遊　シガボス,
WX10-080,弐ノ遊　ナゲナワ,
WX10-081,弐ノ遊　ブランコ,
WX10-082,壱ノ遊　ケンダマ,
WX10-083,壱ノ遊　アヤトリ,
WX10-084,壱ノ遊　ウンテイ,
WX10-085,呼声,
WX10-086,幻蟲　カレマキリ,
WX10-087,破戒の水辺　パルヴァ,
WX10-088,幻蟲　ジガバチ,
WX10-089,破戒の歓喜　ガネシャ,
WX10-090,幻蟲　アシナガ,
WX10-091,幻蟲　ボクマキリ,
WX10-092,コードアンチ　ハンマフェイク,
WX10-093,破戒の韋駄　スカンダ,
WX10-094,幻蟲　ハナマキリ,
WX10-095,幻蟲　ミツバチ,
WX10-096,バイオレンス・ジェラシー,
WX10-097,サーバント　Ｑ３,
WX10-098,サーバント　Ｔ３,
WX10-099,サーバント　Ｄ３,
WX10-100,サーバント　Ｏ３,
WX11-001,永遠の巫女　タマヨリヒメ,
WX11-002,純白の巫女　ユキ,
WX11-003,雪月風火　花代・肆,
WX11-004,コード・ピルルク　Λ,
WX11-005,四型貫女　緑姫,
WX11-006,焦熱の閻魔　ウリス,
WX11-007,神妙の巫女　タマヨリヒメ,
WX11-008,未練の巫女　ユキ,
WX11-009,愛縛の巫女　ユキ,
WX11-010,再来の巫女　ユキ,
WX11-011,サモン・ラビリンス,
WX11-012,ビザント・ディフェンス,
WX11-013,白羅星　エリス,
WX11-014,純恋火　花代・参,
WX11-015,絶体絶滅,
WX11-016,コード・ピルルク　Δ,
WX11-017,ブルー・パニッシュ,
WX11-018,チェイン・Ｂ＆Ｂ,
WX11-019,三型播種娘　緑姫,
WX11-020,因果応報,
WX11-021,多元描写,
WX11-022,三途の閻魔　ウリス,
WX11-023,フォーカラー・マイアズマ,
WX11-024,リフレッシュ・エンド,
WX11-025,コードラビリンス　ピシャトー,
WX11-026,聖火の祭壇　ヘスチア,
WX11-027,羅輝石　ゴルドオラ,
WX11-028,弩砲　ゴルドガン,
WX11-029,コードハート　Ｍ・Ｐ・Ｐ,
WX11-030,幻水姫　グレホザメ,
WX11-031,幻獣神　ウルティム,
WX11-032,羅植姫　スノロップ,
WX11-033,弱者の必滅　ディアボロス,
WX11-034,大幻蟲　ナナホシ,
WX11-035,極鎚　ミョルニル,
WX11-036,コードメイズ　ゴジュウ,
WX11-037,運命の左糸　クロト,
WX11-038,コードメイズ　キンカク,
WX11-039,ラビリンス・ロマンス,
WX11-040,カンフー・キック,
WX11-041,羅石　オロオラ,
WX11-042,西部の銃声,
WX11-043,コードアート　Ｍ・Ｋ・Ｅ,
WX11-044,ＳＨＯＯＴＩＮＧ,
WX11-045,肆ノ遊　タコアゲ,
WX11-046,幻獣　アクティルフ,
WX11-047,冒険,
WX11-048,呪われし数字　６６６,
WX11-049,幻蟲　キイロテン,
WX11-050,復讐の右魔　アレークト,
WX11-051,レベル・ダウン,
WX11-052,サーバント　Ｚ,
WX11-053,コードメイズ　サピドゥ,
WX11-054,大爪　アイクロ,
WX11-055,運命の右糸　ラケシス,
WX11-056,コードメイズ　ギンカク,
WX11-057,コードメイズ　セレドゥ,
WX11-058,中盾　ブメルド,
WX11-059,運命の左糸　アトロポス,
WX11-060,コードメイズ　ヒウンカ,
WX11-061,コードメイズ　カンポサ,
WX11-062,小刃　バットカ,
WX11-063,轟砲　アラセブ,
WX11-064,爆砲　エムイク,
WX11-065,羅石　ロズオラ,
WX11-066,小砲　ワニセン,
WX11-067,羅石　アクアオラ,
WX11-068,幻水　ハタハタ,
WX11-069,幻水　カンブリ,
WX11-070,コードアート　Ｃ・Ｍ・Ｃ,
WX11-071,幻水　ワカサギ,
WX11-072,コードアート　Ｖ・Ｒ・Ｃ,
WX11-073,参ノ遊　ハゴイタ,
WX11-074,羅植　スズビラ,
WX11-075,幻獣　アクティックス,
WX11-076,弐ノ遊　フクワラ,
WX11-077,羅植　サザンカ,
WX11-078,幻獣　アクティヘア,
WX11-079,壱ノ遊　カルタ,
WX11-080,羅植　シクラメン,
WX11-081,引き連れし魔象　ニンバルフ,
WX11-082,幻蟲　ハイテン,
WX11-083,妖しき蒼火　メドギラ,
WX11-084,復讐の左魔　ティシポネ,
WX11-085,１３回目の金曜　ホッケーマスク,
WX11-086,復讐の右魔　メガイラ,
WX11-087,幻蟲　ヒメアテン,
WX12-001,永らえし者　タウィル＝フェム,
WX12-002,紅蓮乙女　遊月・肆,
WX12-003,コード・ピルルク　ＶＥＲＭＩＬＩＯＮ,
WX12-004,龍導波,
WX12-005,クトゥル・コール,
WX12-006,緑肆ノ遊　フリーフォール,
WX12-007,感慨の巫女　ユキ,
WX12-008,開きし者　タウィル＝トレ,
WX12-009,クリスタル・ブレイク,
WX12-010,ホワイトメイズ　ホデサパ,
WX12-011,花咲乱　遊月・参,
WX12-012,コードピルルク・Φ,
WX12-013,ドロー・ディソルブ,
WX12-014,アロワナ・パニック,
WX12-015,緑幻竜　＃ティラザウス＃,
WX12-016,虚心の鍵主　ウムル＝トレ,
WX12-017,ダークアート　†Ｍ・Ｇ・Ｔ†,
WX12-018,真天使の未来　ガブリエルト,
WX12-019,弩炎　フレイスロ中将,
WX12-020,幻水姫　ダイホウイカ,
WX12-021,幻竜姫　＃スパザウス＃,
WX12-022,幻獣　ホーク,
WX12-023,コードアンシエンツ　ヘルボロス,
WX12-024,コードハート　†Ｃ・Ｃ・Ｍ†,
WX12-025,羅星　アルケス,
WX12-026,脛当　レガース,
WX12-027,笑顔の春姫　サホヒメ,
WX12-028,幻竜　ヴェロキラ,
WX12-029,羅石　アクアマリン,
WX12-030,コードアート　Ｐ・Ｓ・Ｍ,
WX12-031,羅原　Ｖ,
WX12-032,ＴＯＲＮＡＤＯ,
WX12-033,幻獣　ソウリュウ,
WX12-034,参ノ遊　スナバセ,
WX12-035,懐古の音色　リコダス,
WX12-036,幻蟲　エイフド,
WX12-037,堕落の砲娘　メツミ,
WX12-038,ツヴァイ＝エントラ,
WX12-039,彷徨変異の小悪　サユラギ,
WX12-040,コードメイズ　スパナクラ,
WX12-041,コードメイズ　エカリーテ,
WX12-042,コードメイズ　クレリム,
WX12-043,轟炎　フレイスロ少尉,
WX12-044,爆炎　フレイスロ軍曹,
WX12-045,小炎　フレイスロ兵長,
WX12-046,幻水　アオリイカ,
WX12-047,幻水　ヤリイカ,
WX12-048,幻水　ホタルイカ,
WX12-049,ＩＮＳＩＧＨＴ,
WX12-050,幻竜　＃イグアノドン＃,
WX12-051,幻竜　＃ステゴケラス＃,
WX12-052,幻竜　＃ドラコレクス＃,
WX12-053,コードアート　†Ｄ・Ｒ・Ｓ†,
WX12-054,コードアート　†Ｊ・Ｖ†,
WX12-055,コードアート　†Ｓ・Ｃ†,
WX12-056,パープル・ステイン,
WX12-CB01,幻竜　ボルシャック,
WX12-CB02,幻獣　ぷにとー,
WX12-Re01,ミルルン・ゼプト,
WX12-Re02,ケミカル・フラッシュ,
WX12-Re03,ウェルカム・ドロー,
WX12-Re04,ハロー・エフェクト,
WX12-Re05,ジェラシー・ゲイズ,
WX12-Re06,サウザンド・パニッシュ,
WX12-Re07,レインボーアート,
WX12-Re09,大剣　デュランダ,
WX12-Re10,純朴の光輝　アグライア,
WX12-Re12,羅石　ルリル,
WX12-Re13,龍炎の昇拳,
WX12-Re14,羅原　Ｎｉ,
WX12-Re15,コードアート　Ｄ・Ｔ・Ｐ,
WX12-Re16,ＣＲＹＳＴＡＬ　ＳＥＡＬ,
WX12-Re17,羅植　ツバキ,
WX12-Re18,犠牲,
WX12-Re20,好色の罪人　ベルフェーゴ,
WX12-Re21,トーチュン・ウィップ,
WX12-Re22,ネクスト・レディ,
WX13-001,真・遊月・伍,
WX13-002,救済の冥者　ハナレ,
WX13-003,アイスフレイム・シュート,
WX13-004,枯樹生華,
WX13-005A,白羅星　フルムーン,
WX13-005B,白羅星　ニュームーン,
WX13-006A,黒幻蟲　オウグソク【ＦＡ】,
WX13-006B,黒幻蟲　オウグソク【ＨＳ】,
WX13-007,博愛の使者　サシェ・リュンヌ,
WX13-008,星占の巫女　リメンバ・トワイライト,
WX13-009,博愛の使者　サシェ・カルティエ,
WX13-010,ゼノエントランス,
WX13-011,遊月・純肆,
WX13-012,立炎交差,
WX13-013,三焼揃踏,
WX13-014,エルドラ×マークⅣＰＬＵＳ,
WX13-015,アンダー・ワン,
WX13-016,青幻水　リヴァイア,
WX13-017,アイヤイ★コール,
WX13-018,意気軒昂,
WX13-019,緑弐ノ遊　スイングライド,
WX13-020,懇願の冥者　ハナレ,
WX13-021,傀儡の冥者　ハナレ,
WX13-022,来夢の冥者　ハナレ,
WX13-023,ミュウ＝モルト,
WX13-024,残悔の冥者　ハナレ,
WX13-025,フォービドゥン・ゲーム,
WX13-026,ネクスト・パニッシュ,
WX13-027,サーバント・アライブ,
WX13-028,カラーレス　サーバンツ,
WX13-029,羅星宙姫　ノーザンセブン,
WX13-030,幻竜神姫　バハムート,
WX13-031,弩中砲　グスタフト,
WX13-032,幻深水姫　デメニギス,
WX13-033,ＭＩＲＲＯＲ,
WX13-034,幻獣神　マンモ,
WX13-035,参ノ遊　ゴガツドール,
WX13-036,フィア＝パトラ,
WX13-037,幻蟲　スカラベ,
WX13-038,千夜の夜王　イフリード,
WX13-039,羅星　ホロスコープ,
WX13-040,思索の体現　*シンカー*,
WX13-041,巨弓　ガンデヴァ,
WX13-042,コードメイズ　コロッセオ,
WX13-043,弩砲　トミガン,
WX13-044,羅石　ビスマス,
WX13-045,轟左砲　ドーラ,
WX13-046,轟右砲　ドスラフ,
WX13-047,同砲の紲絆,
WX13-048,幻水　テッポウオ,
WX13-049,羅原　Ｌｉ,
WX13-050,ＶＯＩＣＥ　ＣＨＡＮＧＥ,
WX13-051,幻竜　＃モリドラ＃,
WX13-052,参ノ遊　コイノボリ,
WX13-053,幻獣　ホトトギ,
WX13-054,弐ノ遊　フキナガシ,
WX13-055,千夜の四夜　ソロモン,
WX13-056,フィア＝ネロザラン,
WX13-057,幻蟲　オニヤンマ,
WX13-058,ドライ＝ダイオ娘,
WX13-059,ドライ＝アグリピナ,
WX13-060,ストレンジ・カインド,
WX13-061,羅星　カプスフォー,
WX13-062,巨弓　ハラダヌ,
WX13-063,羅星　カプススリー,
WX13-064,羅星　カプスツー,
WX13-065,恵の梅雨　マルティエル,
WX13-066,羅星　カプスワン,
WX13-067,羅石　ティンオ,
WX13-068,爆砲　ファイバル,
WX13-069,爆砲　フウバ,
WX13-070,羅石　アンチモン,
WX13-071,羅石　モナズ,
WX13-072,幻水　イダビウオ,
WX13-073,幻水　ホンビウオ,
WX13-074,コードアート　Ｂ・Ｒ・Ｄ,
WX13-075,幻水　タチウオ,
WX13-076,コードアート　Ｂ・Ｅ・Ｃ,
WX13-077,幻獣　ユリカモメ,
WX13-078,幻竜　＃エリマキ＃,
WX13-079,幻獣　ウグイス,
WX13-080,幻竜　＃アゴヒゲ＃,
WX13-081,弐ノ遊　カザグルマ,
WX13-082,壱ノ遊　カミカブト,
WX13-083,幻獣　メジロ,
WX13-084,幻竜　＃キノボリ＃,
WX13-085,フィア＝カリ,
WX13-086,幻蟲　ギンヤンマ,
WX13-087,ドライ＝クロホ,
WX13-088,千夜の三夜　マリード,
WX13-089,幻蟲　アカトンボ,
WX13-090,千夜の二夜　シャイターン,
WX13-091,ツヴァイ＝ゾヒ,
WX13-092,ツヴァイ＝チェボル,
WX13-093,幻蟲　ヤゴ,
WX13-094,アイン＝ニネトキリ,
WX13-095,アイン＝ルクボル,
WX13-096,千夜の一夜　ジン,
WX14-001,最幸の巫女　ユキ,
WX14-002,コード・ピルルク　ＡＰＥＸ,
WX14-003,紡ぐ者,
WX14-004,炎竜毒蛇,
WX14-005,水天一碧,
WX14-006A,緑肆ノ遊　アスレ【ＨＡＲＤ】,
WX14-006B,緑弐ノ遊　アスレ【ＮＯＲＭＡＬ】,
WX14-007,天空の巫女　ユキ,
WX14-008,染刻の巫女　タマヨリヒメ,
WX14-009,炎・花代・伍,
WX14-010,断罪　遊月・弐,
WX14-011,炎得火失,
WX14-012,炎軍奮闘,
WX14-013,コード・ピルルク　Π,
WX14-014,スティール・スペル・ラン,
WX14-015,三型藹々娘　緑姫,
WX14-016,彫心鏤骨,
WX14-017,緑羅植　ユグドラ,
WX14-018,アンシエント/メイデン　イオナ,
WX14-019,オーバー/メイデン　イオナ,
WX14-020,禍因の冥者　ハナレ,
WX14-021,カース・オブ・スペル,
WX14-022,クライシス・チャンス,
WX14-023,コードキャッスル　ヴェルサ,
WX14-024,真実の聖盾　*マウス*,
WX14-025,撃弩炎　フレイスロ大将,
WX14-026,羅石　スイカリン,
WX14-027,羅原姫　Ｂｅ,
WX14-028,羅植華姫　バオバブーン,
WX14-029,参ノ遊　ウォスラ,
WX14-030,コードラブハート　†Ｍ・Ｃ・Ｍ・Ｒ†,
WX14-031,千苦の大天使　†アークゲイン†,
WX14-032,サーバント　∞,
WX14-033,大拳　カクシ,
WX14-034,水流の打落　*マーライ*,
WX14-035,轟炎　フレイスロ中尉,
WX14-036,羅石　ルオライト,
WX14-037,進撃の炎軍,
WX14-038,羅原　Ｎａ,
WX14-039,羅原　Ｓｉ,
WX14-040,羅植　ヤシ,
WX14-041,幻竜　＃コブラ＃,
WX14-042,参ノ遊　フラフープ,
WX14-043,幻獣　トンビ,
WX14-044,コードアンチ　ゼコフン,
WX14-045,千夜の五夜　シャフリ,
WX14-046,ドライ＝ロドボル,
WX14-047,未来の噴陰　†アークホールド†,
WX14-048,トキシック・スパイクス,
WX14-049,羅星　ルクパト,
WX14-050,コードメイズ　レイハイ,
WX14-051,大拳　ニンテケ,
WX14-052,コードメイズ　シンギョ,
WX14-053,コードメイズ　テッサク,
WX14-054,幻竜　ザッハーク,
WX14-055,羅石　モルガ,
WX14-056,幻竜　ダハーカ,
WX14-057,爆炎　フレイスロ伍長,
WX14-058,小炎　フレイスロ二等兵,
WX14-059,小炎　フレイスロ一等兵,
WX14-060,幻水　ナヨハギ,
WX14-061,幻水　ツノダシ,
WX14-062,ＳＴＡＲ　ＡＲＲＯＷ,
WX14-063,羅植　ソテツ,
WX14-064,省略の徹底　ミニマリ,
WX14-065,羅植　サトウキビ,
WX14-066,弐ノ遊　ゴムボート,
WX14-067,一ノ遊　ウキワ,
WX14-068,羅植　ハイビス,
WX14-069,華歌,
WX14-070,フィア＝ヴィリエ,
WX14-071,コードアンチ　マイギリ,
WX14-072,やり直しの廃和　†ミカエル†,
WX14-073,コードアート　†Ｈ・Ｍ・Ｆ†,
WX14-074,コードアンチ　タユソウ,
WX14-075,探究の死相　†ハニエル†,
WX14-076,幻蟲　モスキート,
WX14-077,コードアート　†Ｄ・Ｍ・Ｆ†,
WX14-078,コードアンチ　ジョモドキ,
WX14-079,アイス・フィンガー,
WX14-CB01,燦,
WX14-CB02,暁月,
WX14-CB03,幻獣　サーバル,
WX14-CB04,幻獣　キタキツネ,
WX14-CB05,幻獣　オカピ,
WX15-001,真実の記憶　リル,
WX15-002,みらくるあーや！Ⅳ,
WX15-003,メル＝マティーニ,
WX15-004,ナナシ　其ノ四ノ別,
WX15-005,火竜点睛,
WX15-006,愛別離苦,
WX15-007,退廃の記憶　リル,
